Horizontal,Vertical,Time,Temperature,Degradation,RPM,Load
"[28388.75354918324, 38.88687895679381, 0.7523548007897274, 0.29636836219812857, 0.04881705923765499, -0.017953000000000004, 0.4091538277848565]","[23814.667379904615, 22.270529046352106, 0.5502607285410073, 0.7598060676848446, 0.0359344748772374, 0.008539999999999999, 0.4051044660331456]",70.78125,112.374,0.15831049084450347,1650.0,4200.0
"[23853.450780229847, 20.829643042330236, 0.7875809893919882, 0.27462118544124836, 0.13702658826407307, 0.00029500000000000083, 0.4006080253502169]","[33607.386754642306, 21.779486287708007, 0.5767399899045137, 0.8314439648371161, -0.143418072496503, 0.003905000000000003, 0.4672817479583383]",70.82031,112.374,0.1583940110532458,1650.0,4200.0
"[26510.343882487818, 38.88687895679381, 0.68556429422413, 0.6043080882476364, -0.08373680368744121, -0.011093999999999998, 0.41187624496200315]","[33056.80757262341, 22.772642910514104, 0.6474629008055452, 0.4613576570388114, -0.0570925353493753, 0.008037000000000002, 0.4802395127756565]",70.85938,112.374,0.15847755274243663,1650.0,4200.0
"[23983.99557521784, 38.88687895679381, 0.6924605315095547, 0.6214795874393277, -0.1722142077871073, 0.0007089999999999997, 0.39889742581144844]","[26632.499848529584, 30.429244122173564, 0.7300107465260638, 0.3446941068766449, 0.03231137751698869, 0.0074589999999999995, 0.4253818711687183]",70.89844,112.374,0.15856107314694218,1650.0,4200.0
"[18469.560323691636, 40.66014214886444, 0.7809285039789973, 0.1330835452776591, 0.027661212743413956, 0.004613999999999999, 0.36268581031520936]","[25094.488211934535, 22.270529046352106, 0.522440181663845, 0.9043671564717579, -0.03255625104290474, 0.008769999999999998, 0.4201888517083717]",70.9375,112.374,0.15864459364931702,1650.0,4200.0
"[22490.987820710416, 40.66014214886444, 0.739462162188194, 0.29230489901771284, -0.07789073787078722, 0.0061869999999999955, 0.37697713197354554]","[24718.932287890362, 22.270529046352106, 0.4831559797156558, 0.79973441088719, -0.032824304222617486, 0.005165999999999997, 0.41291237623011495]",70.97656,112.374,0.15872811424956126,1650.0,4200.0
"[21692.685986039076, 38.88687895679381, 0.7261004256264422, 0.114868396388903, -0.04407177981742964, 0.003883, 0.40053932055542313]","[24797.492654486858, 22.270529046352106, 0.8286130455436436, -0.1138344185341782, -0.07229892236077261, -0.0015979999999999979, 0.41123600328278653]",71.01562,112.374,0.15881163494767497,1650.0,4200.0
"[19330.078291537455, 38.88687895679381, 0.7740529279846224, -0.024626633042844404, 0.04956996080365405, 0.007164000000000003, 0.38263922055116095]","[25390.85970232644, 22.270529046352106, 0.7514415867775089, 0.1616809204682097, -0.02706387971125288, -0.0029609999999999975, 0.4212619012906342]",71.05469,112.374,0.15889517712636309,1650.0,4200.0
"[21844.533631174836, 37.19095101694245, 0.7917032400706691, -0.0889535116654292, 0.04849215302437713, 0.017342000000000003, 0.3856649466000248]","[24781.34562656623, 22.270529046352106, 0.6646242638385559, 0.5592791429097428, 0.027361611799717758, -0.0010669999999999974, 0.40696871687022823]",71.09375,112.374,0.15897869802024123,1650.0,4200.0
"[20055.45968029197, 40.66014214886444, 0.7933469910931651, -0.06370988735661154, 0.0010889829568046844, 0.007277000000000001, 0.38464405919109157]","[25019.45856819409, 22.270529046352106, 0.7007215383777637, 0.24612172250645248, 0.10472701321497445, 0.00018499999999999962, 0.4174998404490713]",71.13281,112.374,0.1590622190119892,1650.0,4200.0
"[18583.687212039164, 40.66014214886444, 0.7076850360215192, 0.2239502889100673, -0.06703432686232116, 0.0030080000000000003, 0.36146690572720486]","[23119.019917737605, 22.270529046352106, 0.757485542051779, 0.11404036185243971, 0.17114508631946618, 0.0010769999999999972, 0.41205368712220014]",71.17188,112.374,0.1591457614843871,1650.0,4200.0
"[25434.17939531564, 38.88687895679381, 0.6448496262516334, 0.4042397953407044, -0.2188181074178131, 0.011964000000000002, 0.4126889321316965]","[21630.099000453763, 27.21928127950858, 0.7538772034774169, 0.12272397086751763, 0.1788539657324821, 0.006537000000000001, 0.39757034173967254]",71.21094,112.374,0.15922928267190015,1650.0,4200.0
"[28542.191148442933, 38.88687895679381, 0.7436980636727024, 0.2910151908806853, -0.1009813787011276, 0.016469, 0.4282147417347983]","[21362.00400060864, 22.772642910514104, 0.7828482080356929, 0.013875606961425646, 0.04985151307871209, 0.006217999999999998, 0.39491461669074746]",71.25,112.374,0.1593128039572834,1650.0,4200.0
"[22869.495417182578, 34.78472525171509, 0.7633460171345323, 0.23668726697862796, 0.16400390304653548, 0.004125999999999998, 0.4061703855822086]","[21545.769226869546, 21.299270527843998, 0.7490105700484759, 0.07115036235991701, -0.006117297147378671, 0.006186000000000002, 0.39093910958613487]",71.28906,112.374,0.15939632534053697,1650.0,4200.0
"[23697.412386997483, 38.88687895679381, 0.7023538835785285, 0.4250572632406655, 0.0647458421815498, -0.008421999999999999, 0.40870147041086113]","[24583.25171921762, 21.779486287708007, 0.6739474192239446, 0.5218373343203391, 0.10926886203832058, 0.013536, 0.425205421771642]",71.32812,112.374,0.15947984682166094,1650.0,4200.0
"[26519.844737754054, 38.88687895679381, 0.6837434073172681, 0.5440645016471222, -0.1252857039661148, -0.0011959999999999998, 0.41662825346344434]","[25273.684089647104, 21.779486287708007, 0.6655996832406736, 0.5228935472171217, 0.0046638854356019135, 0.021865000000000002, 0.4309433103959267]",71.36719,112.374,0.1595633897835607,1650.0,4200.0
"[27001.817909628717, 38.88687895679381, 0.6687976640600507, 0.3542392415843154, -0.16895029786583948, -0.0038510000000000007, 0.42911691040904]","[27834.14075268547, 22.772642910514104, 0.3850488627333303, 1.615138797921853, 0.010974104946213878, 0.020869999999999996, 0.44739975089398526]",71.40625,112.374,0.15964691146045093,1650.0,4200.0
"[28942.323763129865, 38.02946240066889, 0.6729787465694967, 0.2967944584503548, -0.1254062123558421, -0.009893000000000004, 0.43690416060161297]","[28901.84884945267, 27.832970270664607, 0.40652429338715496, 1.5598788966445518, 0.026187497843030948, 0.020479999999999998, 0.4496654663191293]",71.44531,112.374,0.15973043323521194,1650.0,4200.0
"[24213.728229088174, 39.76362692347015, 0.578992378570607, 0.6291897376057931, 0.0827813788559913, 0.0007629999999999972, 0.4147967994464277]","[27457.8905632505, 20.829643042330236, 0.6750462131910895, 0.4338692686729497, -0.1128462913958757, 0.019389000000000003, 0.42903949897299665]",71.48438,112.374,0.15981397649082424,1650.0,4200.0
"[22157.340149828316, 39.76362692347015, 0.5313104127446401, 0.904877038966815, -0.002845380870581923, 0.0029190000000000023, 0.4114168013572124]","[24033.833202971324, 28.460495563154176, 0.6828901351294157, 0.4774369267774712, -0.09760677920483252, 0.017973999999999997, 0.41587975584776904]",71.52344,112.374,0.15989749846135215,1650.0,4200.0
"[27693.406747786896, 39.76362692347015, 0.7246757862829687, 1.7140195615752427, -0.4419952595145409, 0.012167, 0.465565685066028]","[21242.11010817739, 22.270529046352106, 0.7366508437848673, 0.12785741390298222, -0.02083979200399917, 0.0043250000000000025, 0.391212222936605]",71.5625,112.374,0.15998102052975116,1650.0,4200.0
"[20427.776308216256, 38.88687895679381, 0.7066125935938532, 2.32609965860589, -0.37556847579439195, 0.009819, 0.42357131895231054]","[21441.41181566791, 22.772642910514104, 0.64059872232213, 0.3025867275361418, 0.028413628779502174, -0.0056139999999999975, 0.39852891865459406]",71.60156,112.374,0.16006454269602144,1650.0,4200.0
"[25222.991360512002, 40.66014214886444, 0.5725413963435118, 1.4434576475692484, -0.2221486012608793, 0.000999000000000006, 0.4185679550550902]","[21363.674908740253, 21.299270527843998, 0.6447621959915337, 0.062333820879509894, -0.022564480004841368, -0.0035200000000000006, 0.3980634165557041]",71.64062,112.374,0.16014806496016298,1650.0,4200.0
"[31276.24625433148, 40.66014214886444, 0.5998199381136753, 1.1836678113051748, -0.17103665433479934, 0.022574999999999994, 0.43399606493031706]","[20587.85966075587, 22.270529046352106, 0.8451162297663047, -0.26952764540422347, -0.024924064602644107, -0.0064010000000000004, 0.38889762688784824]",71.67969,112.374,0.16023160870528172,1650.0,4200.0
"[20018.445654715033, 39.76362692347015, 0.6570924363031468, 0.936302536528911, -0.18041316687256165, 0.012080999999999993, 0.39972540629662257]","[21579.300344230396, 21.299270527843998, 0.8612579542478174, -0.17720841555869038, 0.04550093477381436, -0.005193999999999997, 0.40030218131306755]",71.71875,112.374,0.16031513116519142,1650.0,4200.0
"[22587.9963567373, 38.02946240066889, 0.6216849370687486, 1.2422603482760906, -0.16216992599770014, -0.0036359999999999964, 0.38447808195526567]","[24274.06768918104, 21.779486287708007, 0.6238970138316635, 0.2761611399764625, -0.02338973086543518, -0.011290999999999995, 0.41967462911045744]",71.75781,112.374,0.16039865372297277,1650.0,4200.0
"[22323.020844360148, 38.88687895679381, 0.7013697752213739, 0.30856000263522265, -0.038647049439940045, 0.002860000000000001, 0.37462506109442273]","[24041.911324312896, 28.460495563154176, 0.48477009420643397, 0.7537754332376916, 0.003987991692640916, -0.021067, 0.42258299363675295]",71.79688,112.374,0.1604821977618068,1650.0,4200.0
"[19329.168242368578, 38.02946240066889, 0.7729623844276616, 0.04223636302647327, -0.1663109311313825, -0.009005, 0.39156723940467747]","[23239.731633356416, 22.270529046352106, 0.5604680990394978, 0.6109919220758635, 0.08107677132869781, -0.019833000000000007, 0.4038749547954169]",71.83594,112.374,0.1605657205153569,1650.0,4200.0
"[21090.01619219742, 38.02946240066889, 0.8550920826582499, -0.11817413455704129, 0.018724186624009462, 0.0009119999999999972, 0.4068821699902811]","[22350.0963356449, 27.832970270664607, 0.7249193520886795, 0.2855085523132188, 0.056213458151903144, -0.019442000000000004, 0.4075022118173103]",71.875,112.374,0.16064924336677905,1650.0,4200.0
"[22030.380890793273, 37.19095101694245, 0.76736096918623, 0.014151428887475337, -0.052521959369122365, 0.000637999999999999, 0.3977996366966667]","[22967.443568141927, 21.779486287708007, 0.7355924269518928, 0.235065042479905, 0.01589691697860811, -0.018751, 0.40950762752236985]",71.91406,112.374,0.16073276631607333,1650.0,4200.0
"[27665.26023906286, 39.76362692347015, 0.7310683104248856, 0.05742451647977331, 0.049407403899392056, 0.012338, 0.38332606714910483]","[20341.82415612084, 21.299270527843998, 0.8067197785205735, -9.469313230558996e-05, -0.07726554787227166, -0.006898000000000001, 0.3851692999136873]",71.95312,112.374,0.16081628936323983,1650.0,4200.0
"[32651.40745445913, 37.19095101694245, 0.7289906016578226, 0.10160706425263166, -0.021563171847793754, 0.018886999999999998, 0.41900955625259906]","[21307.151251884043, 38.02946240066889, 0.7912840187516061, -0.11384455281987149, -0.07208843930658244, 0.0021799999999999996, 0.39363938268420245]",71.99219,112.374,0.1608998338915849,1650.0,4200.0
"[27127.557175328402, 31.115305298264754, 0.7825438686746854, 0.19100078150814337, -0.1596189144369518, 0.010153999999999998, 0.39889233169365385]","[24079.678098630895, 29.10216911179048, 0.7189622339407704, 0.11699543977227034, -0.08122892909403764, 0.003886000000000003, 0.41418674411912315]",72.03125,112.374,0.16098335713452136,1650.0,4200.0
"[30846.534845441096, 20.370370370370363, 0.8061264338079419, 0.3189580911405221, -0.24591533836925206, 0.007028999999999999, 0.3917439829263495]","[25500.702100054048, 22.772642910514104, 0.7475757510378241, 0.22777952136911805, -0.07407717328397748, 0.0022290000000000027, 0.4298693761586187]",72.07031,112.374,0.1610668804753304,1650.0,4200.0
"[31420.414035964517, 35.568985597466224, 0.7371663943389994, 0.3944164885145667, -0.2501435445059996, 0.0049619999999999985, 0.38790282875483134]","[24024.110317071594, 22.270529046352106, 0.7682722244163536, -0.07147404438557725, -0.036872963433910465, 0.0024350000000000005, 0.4221916292100069]",72.10938,112.374,0.1611504252973935,1650.0,4200.0
"[29863.952855444622, 37.19095101694245, 0.7260916738972296, 0.7380009794078721, -0.30587035700668813, 0.012432999999999998, 0.3971123386536863]","[24040.654457828325, 22.772642910514104, 0.7459956504862071, -0.024711037518459378, -0.00542755408729042, 0.006238000000000001, 0.41641710982619334]",72.14844,112.374,0.16123394883397316,1650.0,4200.0
"[29705.19854023718, 39.76362692347015, 0.8169704352723626, 0.26734013474683893, -0.2987098729546705, 0.006118000000000002, 0.44419309323311185]","[23429.050319501428, 22.270529046352106, 0.6710385443565385, 0.4260798166823978, 0.05238512331895919, 0.015986, 0.4120791159522647]",72.1875,112.374,0.1613174724684257,1650.0,4200.0
"[25493.885829835315, 39.76362692347015, 0.8190070787426128, 0.12379271542558401, -0.11550458818724682, 0.015937, 0.40465340852512294]","[24369.45862608223, 22.772642910514104, 0.6812952212542263, 0.44565816079114207, -0.007221545515162962, 0.020569000000000004, 0.41281205558825435]",72.22656,112.374,0.16140099620075138,1650.0,4200.0
"[25028.391155816294, 39.76362692347015, 0.7395967237390646, 0.8003554534392561, -0.2260185432729823, 0.012107, 0.391626185987352]","[24120.742203713857, 28.460495563154176, 0.7393798094083156, 0.18612171584349202, -0.001876407882797617, 0.017589, 0.41302030468125894]",72.26562,112.374,0.1614845200309502,1650.0,4200.0
"[23621.90259595722, 36.370927965583945, 0.619119695691591, 0.8582298524859162, -0.23540307701038615, 0.010140000000000005, 0.39147010409480826]","[21360.771192150984, 22.772642910514104, 0.8105124266885458, 0.09353280764764049, 0.0033138706870123463, 0.016655, 0.3851469173899747]",72.30469,112.374,0.16156806534252893,1650.0,4200.0
"[26452.053291127977, 38.02946240066889, 0.6645160633241995, 0.5175285673698631, -0.21003685097147348, 0.022150000000000003, 0.39769456307573525]","[21304.160993759302, 22.270529046352106, 0.7959289472953446, 0.10838090472898276, -0.13147896653512703, 0.021092, 0.3752167740600092]",72.34375,112.374,0.16165158936849952,1650.0,4200.0
"[26260.392699055206, 38.88687895679381, 0.7749093296598497, 0.2793875816822564, -0.18821165910058826, 0.019961, 0.41080874562136577]","[21816.41555842562, 22.772642910514104, 0.7161886216237134, 0.24383831711813775, -0.023524749502887132, 0.018729999999999997, 0.39072293137209135]",72.38281,112.374,0.1617351134923436,1650.0,4200.0
"[26521.371663144608, 39.76362692347015, 0.8474499885545623, -0.04899730872933539, 0.003294264403045821, 0.013865000000000002, 0.3804484232783729]","[21602.610523434454, 22.772642910514104, 0.6720797452141152, 0.24362723853494117, 0.06790070922685779, 0.017228, 0.40568241275164985]",72.42188,112.374,0.16181865909764315,1650.0,4200.0
"[22975.6121543832, 36.370927965583945, 0.8281036655615719, -0.07988627570551987, -0.07792995740924098, 0.026634000000000005, 0.368432134923109]","[23535.83979489287, 22.270529046352106, 0.6475682016250636, 0.30173937819997754, -0.06661282808973965, 0.014292999999999998, 0.40618466631693523]",72.46094,112.374,0.16190218341725965,1650.0,4200.0
"[24569.715037905913, 39.76362692347015, 0.8295170394639951, -0.09389031207965948, 0.0010958238379110165, 0.021498, 0.38509599581922427]","[25455.17148562929, 22.270529046352106, 0.6672052472108695, 0.2716572449659673, -0.09871261563670646, 0.012883000000000002, 0.41765905151331273]",72.5,112.374,0.16198570783475003,1650.0,4200.0
"[23277.15136617158, 39.76362692347015, 0.751696922954605, 0.17148119834564302, -0.1711766936944613, 0.009245000000000001, 0.40307437896125325]","[22436.67525899625, 21.299270527843998, 0.7343482317152439, 0.06383405386757435, -0.015566637439238976, 0.011095000000000002, 0.40773231166416035]",72.53906,112.374,0.1620692323501144,1650.0,4200.0
"[30485.7838666135, 39.76362692347015, 0.7832761894758098, 0.9782063574451931, -0.5180195184770997, 0.040565, 0.4383718213742758]","[19472.12927018988, 21.299270527843998, 0.8246097558955556, -0.07527001209012063, 0.08909979251262597, 0.011442, 0.37987776538776263]",72.57812,112.374,0.1621527569633528,1650.0,4200.0
"[32581.179630139843, 38.02946240066889, 0.7544752900183358, 0.9491442859736314, -0.3724881290606757, 0.040235, 0.42756233671243776]","[21783.711131554395, 21.299270527843998, 0.7335474671687703, 0.21652377741069806, -0.04306544503261528, 0.020128, 0.38790169581480305]",72.61719,112.374,0.16223630305817255,1650.0,4200.0
"[27698.709686876202, 38.88687895679381, 0.7599572506053133, 0.41286652529091006, -0.18853436619045874, 0.027613, 0.4145371964383896]","[21094.829792844943, 22.270529046352106, 0.781072550769057, 0.21005877288194563, -0.1925001648428991, 0.021210999999999997, 0.3830984814365622]",72.65625,112.374,0.1623198278671846,1650.0,4200.0
"[25982.288475680387, 38.88687895679381, 0.6873505138657858, 0.36782729731191344, -0.1144786554193296, 0.032871000000000004, 0.4180429025339385]","[21328.712170712253, 22.270529046352106, 0.8487293418091468, -0.1251225025803171, -0.07323271023484021, 0.018374999999999996, 0.39152102928833843]",72.69531,112.374,0.16240335277407109,1650.0,4200.0
"[34262.24379295642, 37.19095101694245, 0.7211076982324358, 0.24240838449532198, 0.023281658099867722, 0.03917, 0.40129917405845733]","[22858.060748939548, 29.10216911179048, 0.8224521199721795, 0.0830115938485454, -0.08729480694121541, 0.017419999999999998, 0.40554656156845914]",72.73438,112.374,0.16248689916261438,1650.0,4200.0
"[48075.082913324164, 20.370370370370363, 0.7650057821944237, 0.2665954674589215, 0.10248633748445699, 0.008398999999999997, 0.4229484363359203]","[25234.948229501413, 21.779486287708007, 0.838446630047063, 0.142215731920027, -0.0734585863566468, -1.6999999999997682e-05, 0.4147931324298897]",72.77344,112.374,0.1625704242652751,1650.0,4200.0
"[35380.80567833661, 129.62232453661107, 0.7167596193132291, 0.27905412666116014, 0.061417954673968746, -0.016857999999999998, 0.40519853138430795]","[25385.784088560173, 22.270529046352106, 0.8214321258346702, -0.10586717204302643, -0.01668851633947612, -0.02547, 0.42328324689266883]",72.8125,112.374,0.1626539494658106,1650.0,4200.0
"[28657.614631633394, 35.568985597466224, 0.7429193169294893, 0.2794632892490392, -0.14694918274190719, -0.007379, 0.3943524151808887]","[23038.587957360945, 22.772642910514104, 0.7873727272590348, -0.14425221548835898, 0.025362163653065824, -0.0269, 0.40919513193585283]",72.85156,112.374,0.16273747476422104,1650.0,4200.0
"[28951.37515042575, 36.370927965583945, 0.7158383679570264, 0.12111782053925246, -0.05701087597746155, -0.011236999999999997, 0.39285848448391697]","[24370.385272157193, 22.270529046352106, 0.7830069729732152, -0.007039074978858029, 0.11127718523962084, -0.024093, 0.40566855726195983]",72.89062,112.374,0.16282100016050643,1650.0,4200.0
"[30261.14540256334, 21.299270527843998, 0.68843005802361, 0.22436756154108384, -0.08098266272460361, -0.023477, 0.39857993611194226]","[24336.207303514413, 21.299270527843998, 0.7714435532922124, 0.1133585288277339, 0.13261217961740238, -0.020912000000000004, 0.40600588450907954]",72.92969,112.374,0.16290454703857454,1650.0,4200.0
"[30411.556019534786, 21.299270527843998, 0.5482341360902633, 1.1295578755203488, -0.0949844784460638, -0.010786000000000004, 0.41732518520213946]","[26022.67114599556, 21.779486287708007, 0.7754086007390051, 0.16050521625325453, 0.10104247547073475, -0.014134999999999998, 0.4168937164014348]",72.96875,112.374,0.1629880726306354,1650.0,4200.0
"[29406.848144289153, 39.76362692347015, 0.5382406470959589, 1.0296978622502104, -0.0038054308979490067, -0.010523000000000001, 0.40488044342867435]","[23099.50513695018, 21.779486287708007, 0.7404017069744866, 0.2884742665366753, 0.050101473280031325, -0.002329, 0.4077457673097294]",73.00781,112.374,0.16307159832057155,1650.0,4200.0
"[23030.908284530615, 39.76362692347015, 0.6937936849522401, 0.5725739445666154, -0.14061681747434274, -0.009307000000000003, 0.39839226241356646]","[20104.941664856233, 29.10216911179048, 0.7574079951985391, 0.1829145079572747, 0.03652909101780314, -0.0003580000000000003, 0.3789654309247744]",73.04688,112.374,0.16315514549236598,1650.0,4200.0
"[28692.638742365983, 38.88687895679381, 0.6065392407900972, 1.3025045559889428, -0.26909576361512144, -0.00038600000000000103, 0.40931664393718464]","[20274.99590344691, 22.270529046352106, 0.7553597780229828, 0.05638477756268534, -0.053730823312167816, -0.0024280000000000005, 0.37753089518077854]",73.08594,112.374,0.16323867137807826,1650.0,4200.0
"[32470.9660891682, 135.53317424061507, 0.6392795689606242, 1.1823023292894268, -0.20439541764292796, 0.005135999999999997, 0.4390395990158519]","[22374.64612582217, 22.270529046352106, 0.6709251288042671, 0.27909300089885347, -0.07087166893972573, -0.0003290000000000006, 0.3930649701499741]",73.125,112.374,0.16332219736166625,1650.0,4200.0
"[30766.192708892562, 38.02946240066889, 0.6609119040682447, 0.9829685108760526, -0.2284161702718546, -0.0036350000000000015, 0.4517250333720725]","[22905.0893512257, 22.270529046352106, 0.7483398313669553, 0.13745067648282516, -0.011686327631935264, 0.003349999999999996, 0.40203164987348944]",73.16406,112.374,0.16340572344313006,1650.0,4200.0
"[28618.76701026183, 36.370927965583945, 0.6246296098700238, 0.8360593122530338, -0.10321098273864017, -0.001093999999999994, 0.410120249639054]","[21923.489430496735, 22.270529046352106, 0.8518769674955979, -0.2488472884930717, 0.06045668163033134, 0.000286999999999999, 0.3920321959112542]",73.20312,112.374,0.16348924962246975,1650.0,4200.0
"[33042.0081274524, 39.76362692347015, 0.7158890204672104, 0.6561690997728835, -0.15664251356047615, 0.014718, 0.4144448557721521]","[21554.974461480055, 22.772642910514104, 0.8328646860095015, -0.2097897644441642, 0.07941885829669701, -0.0024560000000000007, 0.38799218299342064]",73.24219,112.374,0.16357279728379356,1650.0,4200.0
"[32495.68641909263, 39.76362692347015, 0.748682622077425, 0.5033243092628741, -0.20388669843294002, 0.00616, 0.4206779461773579]","[21785.771030484684, 30.429244122173564, 0.7636859309437101, 0.09035753862209628, 0.015721730618836423, 0.00016900000000000048, 0.39105980161479137]",73.28125,112.374,0.16365632365891053,1650.0,4200.0
"[30333.746566255464, 32.53418043238795, 0.603737365056118, 0.8302657184729592, -0.2921660249384324, 0.016034, 0.40383917943161485]","[20512.7417812177, 21.299270527843998, 0.7390236206050942, 0.06645230138103564, -0.0356394956879683, -0.0031860000000000013, 0.3820699640170632]",73.32031,112.374,0.16373985013190379,1650.0,4200.0
"[46097.21427912621, 39.76362692347015, 0.6535909778348885, 0.7643827016419951, -0.17395755125041049, 0.013684999999999996, 0.42873030657395794]","[20383.87587959454, 22.270529046352106, 0.8387085172076378, -0.17350595399638635, 0.007741934422581132, -0.010225000000000001, 0.38246968556344435]",73.35938,112.374,0.16382339808695667,1650.0,4200.0
"[35347.17436100684, 37.19095101694245, 0.7626544736820047, 0.27444350069931733, 0.07343694197532981, 0.004325999999999997, 0.4028852810962446]","[21400.085210481808, 22.270529046352106, 0.7841675883690497, 0.03715118376481463, 0.05850705505577031, -0.007078000000000003, 0.3843872239240009]",73.39844,112.374,0.16390692475572785,1650.0,4200.0
"[28742.273475887312, 38.02946240066889, 0.8063071542095679, 0.08648622658011496, 0.04367326907946341, -0.010156, 0.38857977258730286]","[20969.94196896279, 22.270529046352106, 0.785443084468131, 0.25531443765789286, 0.029868361601733135, -0.004706000000000001, 0.3781618589493129]",73.4375,112.374,0.16399045152237565,1650.0,4200.0
"[34680.70020506857, 38.88687895679381, 0.846443561341669, 0.023437099754445967, 0.15542233682051607, -0.016052, 0.4148894326154861]","[20813.544463395607, 21.779486287708007, 0.5069480778296872, 0.5615400154048205, -0.035103681684832765, -0.007324, 0.37898094282430617]",73.47656,112.374,0.1640739783869002,1650.0,4200.0
"[28733.406856584952, 38.88687895679381, 0.8277342825127298, 0.12167746979239169, 0.09990233088952541, -0.011294999999999998, 0.3953556752786027]","[20951.715046881563, 28.460495563154176, 0.5166876773320516, 0.7050387087665642, 0.01930427057097203, -0.008542999999999999, 0.38344625718736647]",73.51562,112.374,0.1641575053493015,1650.0,4200.0
"[20031.046673791152, 38.88687895679381, 0.7612698462472565, 0.04934425097918416, -0.04521194512194025, -0.0037970000000000026, 0.37231751206597846]","[22358.915542535564, 22.772642910514104, 0.6355479988955982, 0.48770809995663367, 0.09371935268108889, 0.0003520000000000012, 0.3933465826672453]",73.55469,112.374,0.16424105379388837,1650.0,4200.0
"[19083.731992168174, 37.19095101694245, 0.7899958099151989, -0.053981673086319404, -0.05140784013777946, 0.007561, 0.3856824059754347]","[21670.923360955705, 21.779486287708007, 0.6238970136205136, 0.2664240979496677, 0.027479443567626407, 0.011876000000000001, 0.38602801015470367]",73.59375,112.374,0.16432458095206884,1650.0,4200.0
"[20485.983308624112, 40.66014214886444, 0.8396526093563168, -0.058284162075480594, -0.04585114906220092, 0.0028699999999999993, 0.3779934881714234]","[19498.02500433706, 21.779486287708007, 0.7767855149379659, -0.06657118384649019, -0.01716022945324854, 0.013840000000000002, 0.38123716817750075]",73.63281,112.374,0.1644081082081265,1650.0,4200.0
"[21436.766693655893, 21.779486287708007, 0.8541755876770163, -0.03643943344632605, -0.04393607291128509, -0.010698000000000001, 0.3660423510961539]","[20462.262295287324, 22.270529046352106, 0.8069875170016563, 0.11761655832175677, 0.12579044313675722, 0.014839, 0.38072505706743287]",73.67188,112.374,0.16449165694644519,1650.0,4200.0
"[19142.726719886457, 37.19095101694245, 0.8628624869922503, -0.09973093333812733, 0.03407192248999601, -0.005926999999999998, 0.36896894133653035]","[23690.05395675363, 22.270529046352106, 0.6568762674353597, 0.40130855494156625, 0.13777239353633403, 0.012884, 0.3955711927630727]",73.71094,112.374,0.16457518439828256,1650.0,4200.0
"[18848.021217909907, 20.370370370370363, 0.6475577808728683, 1.2153562756149263, -0.18362228285001067, 0.0029300000000000025, 0.4168860552956887]","[27053.772723717557, 28.460495563154176, 0.6021472627327764, 0.28251423773068396, -0.08058370735635112, 0.0073960000000000015, 0.4444223590054848]",73.75,112.374,0.16465871194799755,1650.0,4200.0
"[23984.929550599787, 38.88687895679381, 0.6684146563260919, 1.012988657588008, -0.23775620575587386, -0.008932999999999998, 0.42857161188184173]","[24450.658401155393, 28.460495563154176, 0.7207708873591907, 0.14081217664563672, -0.1191417186981174, 0.001656000000000003, 0.4318149993504163]",73.78906,112.374,0.16474223959559015,1650.0,4200.0
"[27873.57546663071, 20.370370370370363, 0.5914664078574231, 1.013174427914569, -0.09376744959320799, -0.003947000000000003, 0.4399011959417705]","[22405.6175922555, 22.270529046352106, 0.6628634233145707, 0.2395749179888207, 0.025360721810346324, 0.0006609999999999989, 0.41091428556208653]",73.82812,112.374,0.1648257673410605,1650.0,4200.0
"[25942.58418450175, 39.76362692347015, 0.5997928691843668, 1.0322415308144235, -0.06837265604194342, 0.0046479999999999985, 0.43933115538964457]","[25720.710074696464, 22.270529046352106, 0.6578573762457147, 0.5403936051040454, -0.006673379608154738, -0.001379999999999999, 0.41418689935824865]",73.86719,112.374,0.16490931656891772,1650.0,4200.0
"[23999.25575715631, 39.76362692347015, 0.6638899023534559, 2.120710955570436, -0.4067933800007224, -0.013008999999999996, 0.42787616773898496]","[23236.53837593708, 22.772642910514104, 0.703313583638911, 0.5591870103739658, -0.11431686257982598, -0.0006099999999999999, 0.4019558332702736]",73.90625,112.374,0.16499284451016905,1650.0,4200.0
"[22066.45671297176, 40.66014214886444, 0.6591820639184907, 2.7465264160743468, -0.42351766772975896, -0.006172, 0.4153628274364474]","[23188.429570176155, 22.270529046352106, 0.622697551598944, 0.3850120849208962, 0.05549611807356397, -0.008036000000000001, 0.4031544576263544]",73.94531,112.374,0.1650763725492984,1650.0,4200.0
"[21369.185619806325, 39.76362692347015, 0.6428963494116161, 0.7130583169230809, -0.2294814546833374, 0.004053000000000003, 0.3834823310023553]","[20828.12947776217, 29.10216911179048, 0.7311248776492161, 0.08383726626728327, 0.06330489553127931, -0.013968000000000003, 0.3860459130414412]",73.98438,112.374,0.16515992207089022,1650.0,4200.0
"[29128.632978569945, 20.829643042330236, 0.74190031244988, 0.32543378414073665, -0.20707342620455116, -0.007989999999999999, 0.3853855548668113]","[20447.704215296828, 21.299270527843998, 0.8124064454860065, 0.015715848498266904, -0.03866835998900203, -0.016577000000000005, 0.3743039220620057]",74.02344,112.374,0.16524345030580123,1650.0,4200.0
